File #,DateTime,Name,Application,Method,ElapsedTime,Mn,Rb,Sr,Y,Zr,Nb,Ba,Th
938.0,2026-05-21 09:35:00,"Bolsa 70, MNALP-8761","Mamani, R.",Obsidian 3mm,30.0,967.0,248.0,174.0,44.0,276.0,37.0,1067.0,46.0
1053.0,2026-05-21 15:26:00,Sora Sora Nodule 1,"Mamani, R.",Obsidian 3mm,30.0,1243.0,332.0,21.0,37.0,72.0,83.0,840.0,38.0
1054.0,2026-05-21 15:27:00,Sora Sora Nodule 2,"Mamani, R.",Obsidian 3mm,30.0,1104.0,315.0,14.0,32.0,58.0,78.0,653.0,44.0
1055.0,2026-05-21 15:32:00,Santiago de Callapa C-6,"Mamani, R.",Obsidian 3mm,30.0,900.0,120.0,313.0,22.0,166.0,25.0,1669.0,22.0
1056.0,2026-05-21 15:33:00,Santiago de Callapa K-6,"Mamani, R.",Obsidian 3mm,30.0,993.0,127.0,406.0,22.0,168.0,24.0,2019.0,24.0
1057.0,2026-05-21 15:34:00,Santiago de Callapa E-7,"Mamani, R.",Obsidian 3mm,30.0,1086.0,162.0,416.0,23.0,189.0,32.0,835.0,35.0
1058.0,2026-05-21 15:35:00,Santiago de Callapa E-3,"Mamani, R.",Obsidian 3mm,30.0,1192.0,153.0,680.0,39.0,394.0,28.0,2181.0,33.0
1059.0,2026-05-21 15:38:00,Santiago de Callapa F-3,"Mamani, R.",Obsidian 3mm,30.0,1127.0,171.0,388.0,17.0,201.0,35.0,960.0,33.0
292.0,2025-10-24 12:10:00,RGM solid,STANDARD,Obsidian 3mm,30.0,754.0,159.0,124.0,29.0,238.0,23.0,1664.0,24.0
308.0,2025-10-24 12:38:00,RGM solid,STANDARD,Obsidian 3mm,30.0,570.0,157.0,111.0,29.0,229.0,19.0,1324.0,28.0
359.0,2026-05-07 20:20:00,RGM solid date time off,STANDARD,Obsidian 3mm,30.0,758.0,158.0,136.0,37.0,240.0,24.0,1656.0,28.0
360.0,2026-05-07 20:20:00,RGM solid,STANDARD,Obsidian 3mm,30.0,753.0,157.0,127.0,30.0,219.0,21.0,1522.0,25.0
380.0,2026-05-07 21:49:00,RGM solid,STANDARD,Obsidian 3mm,30.0,750.0,166.0,119.0,30.0,220.0,21.0,1508.0,27.0
646.0,2026-05-15 09:29:00,RGM solid,STANDARD,Obsidian 3mm,30.0,823.0,162.0,133.0,29.0,237.0,23.0,1853.0,23.0
711.0,2026-05-15 13:44:00,RGM solid,STANDARD,Obsidian 3mm,30.0,729.0,161.0,124.0,28.0,238.0,23.0,1669.0,25.0
856.0,2026-05-19 14:48:00,RGM solid,STANDARD,Obsidian 3mm,30.0,812.0,148.0,125.0,30.0,230.0,22.0,1585.0,26.0
883.0,2026-05-19 15:43:00,RGM solid,STANDARD,Obsidian 3mm,30.0,728.0,167.0,121.0,32.0,232.0,22.0,1703.0,26.0
894.0,2026-05-19 16:18:00,RGM solid,STANDARD,Obsidian 3mm,30.0,787.0,160.0,121.0,36.0,232.0,24.0,1612.0,31.0
895.0,2026-05-19 16:19:00,"Bolsa 77, MNALP-8103",STANDARD,Obsidian 3mm,30.0,1104.0,246.0,171.0,47.0,256.0,42.0,1716.0,39.0
928.0,2026-05-21 09:14:00,RG/21M solid,STANDARD,Obsidian 3mm,30.0,746.0,158.0,124.0,31.0,234.0,21.0,1511.0,25.0
1036.0,2026-05-21 15:00:00,RGM solid,STANDARD,Obsidian 3mm,30.0,771.0,168.0,131.0,28.0,243.0,23.0,1465.0,27.0
1060.0,2026-05-21 15:42:00,RGM,STANDARD,Obsidian 3mm,30.0,792.0,165.0,127.0,26.0,239.0,24.0,1675.0,26.0
